complaint_id,date_filed,category,narrative,state,channel,status,resolution_days
C000662,2025-05-09,Account Opening / KYC,Repeated requests for KYC documents already submitted. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Kerala,Email,Resolved,9
C000663,2026-03-02,Customer Service,No response from customer care for over a week. I was treated rudely by the branch staff when I visited to resolve my account issue.,Odisha,Website,Escalated,
C000664,2026-03-11,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Rajasthan,Email,Resolved,9
C000665,2025-01-08,Loan / Credit,Delay in loan disbursement. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Madhya Pradesh,Call Centre,Resolved,11
C000666,2026-05-10,Account Opening / KYC,Account not activated despite KYC completion. I completed my KYC formalities over three weeks ago but my account is still not activated.,Maharashtra,Website,Pending,
C000667,2026-04-22,Account Opening / KYC,Nominee details not updated despite request. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Madhya Pradesh,Website,Resolved,5
C000668,2025-11-16,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 3000 from my account. I did not share my OTP with anyone yet Rs 3000 was debited from my savings account.,Uttar Pradesh,Email,Resolved,15
C000669,2026-03-08,Account Opening / KYC,Nominee details not updated despite request. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Punjab,Call Centre,Resolved,4
C000670,2025-09-24,Loan / Credit,Credit score impacted due to incorrect reporting. My EMI of Rs 2500 was deducted twice from my account in the same billing cycle.,Uttar Pradesh,Call Centre,Resolved,5
C000671,2025-03-26,Charges / Fees,Minimum balance penalty despite maintaining balance. My account statement shows multiple charges of Rs 50000 that were never explained to me.,Maharashtra,Call Centre,Resolved,9
C000672,2025-01-15,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 2500 was deducted twice from my account in the same billing cycle.,Bihar,Branch,Pending,
C000673,2025-09-25,Digital Banking / UPI,Unable to reset net banking password. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Karnataka,Email,Escalated,
C000674,2025-05-29,ATM / Card Issues,"Duplicate card charges applied. I attempted to withdraw Rs 25000 from an ATM but cash was not dispensed, yet my account was debited.",Punjab,Email,Resolved,13
C000675,2025-08-04,Charges / Fees,Hidden charges on account statement. SMS alert charges of Rs 10000 were deducted even though I have not used the SMS alert facility.,Haryana,Call Centre,Resolved,1
C000676,2026-04-21,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 4999 from my account. I noticed an unauthorized transaction of Rs 4999 on my debit card statement which I did not perform.,Punjab,Website,Resolved,5
C000677,2025-05-29,ATM / Card Issues,ATM swallowed my debit card. I was charged twice for a single annual card fee this quarter.,Gujarat,Mobile App,Resolved,18
C000678,2025-02-12,Loan / Credit,EMI deducted twice in the same month. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Haryana,Email,Resolved,3
C000679,2025-04-11,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Bihar,Email,Resolved,7
C000680,2025-07-04,Account Opening / KYC,Nominee details not updated despite request. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Maharashtra,Mobile App,Resolved,9
C000681,2025-08-13,Account Opening / KYC,Delay in re-KYC process. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Tamil Nadu,Branch,Pending,
C000682,2025-08-11,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 500 from my account. I did not share my OTP with anyone yet Rs 500 was debited from my savings account.,Telangana,Mobile App,Closed - No Action,9
C000683,2026-01-20,Customer Service,Unable to reach relationship manager. I was treated rudely by the branch staff when I visited to resolve my account issue.,Odisha,Website,Pending,
C000684,2025-10-29,Charges / Fees,SMS alert charges billed incorrectly. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Odisha,Call Centre,Resolved,16
C000685,2025-03-17,Charges / Fees,Minimum balance penalty despite maintaining balance. SMS alert charges of Rs 10000 were deducted even though I have not used the SMS alert facility.,Uttar Pradesh,Email,Resolved,5
C000686,2025-07-02,Account Opening / KYC,Account frozen due to KYC mismatch. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Bihar,Email,Resolved,1
C000687,2026-03-18,ATM / Card Issues,Card blocked without any prior notice. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Telangana,Mobile App,Resolved,9
C000688,2025-03-14,Account Opening / KYC,Account not activated despite KYC completion. I completed my KYC formalities over three weeks ago but my account is still not activated.,Odisha,Email,Resolved,8
C000689,2025-06-05,ATM / Card Issues,ATM swallowed my debit card. I was charged twice for a single annual card fee this quarter.,Odisha,Email,Pending,
C000690,2026-02-18,Digital Banking / UPI,Fund transfer stuck in pending status. A fund transfer of Rs 500 initiated three days ago is still showing as pending status.,Punjab,Mobile App,Escalated,
C000691,2025-05-05,Digital Banking / UPI,Fund transfer stuck in pending status. A fund transfer of Rs 3000 initiated three days ago is still showing as pending status.,Odisha,Call Centre,Resolved,15
C000692,2026-01-10,Loan / Credit,Incorrect interest calculation on my loan account. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Rajasthan,Call Centre,Resolved,11
C000693,2026-01-29,Customer Service,Unable to reach relationship manager. I have called customer care multiple times over the past week regarding my issue but have received no response.,Tamil Nadu,Email,Pending,
C000694,2025-07-14,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 7500 from my account. My account was compromised and Rs 7500 was withdrawn through an ATM I never visited.,Karnataka,Mobile App,Resolved,8
C000695,2025-03-06,Customer Service,Long waiting time for grievance redressal. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Telangana,Call Centre,Escalated,
C000696,2025-12-14,Account Opening / KYC,Account not activated despite KYC completion. I completed my KYC formalities over three weeks ago but my account is still not activated.,Maharashtra,Branch,Resolved,9
C000697,2025-08-27,Charges / Fees,Excess GST charged on banking fees. SMS alert charges of Rs 25000 were deducted even though I have not used the SMS alert facility.,Uttar Pradesh,Branch,Closed - No Action,7
C000698,2025-09-06,Account Opening / KYC,Nominee details not updated despite request. I completed my KYC formalities over three weeks ago but my account is still not activated.,Delhi,Mobile App,Pending,
C000699,2025-06-24,ATM / Card Issues,ATM did not dispense cash but amount debited. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Maharashtra,Mobile App,Escalated,
C000700,2026-03-13,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 15000 from my account. I noticed an unauthorized transaction of Rs 15000 on my credit card statement which I did not perform.,Gujarat,Call Centre,Resolved,14
C000701,2025-02-16,Fraud / Unauthorized Transactions,Money debited without my consent. I noticed an unauthorized transaction of Rs 50000 on my credit card statement which I did not perform.,West Bengal,Mobile App,Resolved,1
C000702,2026-01-14,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I noticed an unauthorized transaction of Rs 4999 on my credit card statement which I did not perform.,Uttar Pradesh,Branch,Resolved,1
C000703,2026-05-14,Fraud / Unauthorized Transactions,Fraudulent transaction on my prepaid card. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 50000 without my authorization.,Uttar Pradesh,Branch,Resolved,14
C000704,2025-05-10,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. My account was compromised and Rs 50000 was withdrawn through an ATM I never visited.,Gujarat,Branch,Resolved,4
C000705,2026-05-27,ATM / Card Issues,Card declined despite sufficient balance. My debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Maharashtra,Call Centre,Resolved,3
C000706,2025-07-16,Loan / Credit,Credit score impacted due to incorrect reporting. I was charged foreclosure charges of Rs 10000 that were never explained to me when I took the loan.,West Bengal,Website,Resolved,6
C000707,2025-02-24,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Punjab,Branch,Resolved,8
C000708,2025-02-14,Customer Service,Branch staff misbehavior during visit. I was treated rudely by the branch staff when I visited to resolve my account issue.,Tamil Nadu,Call Centre,Resolved,6
C000709,2025-06-30,Digital Banking / UPI,UPI transaction failed but amount debited. My UPI transaction of Rs 15000 failed on the app but the amount was debited from my account and not reversed.,Uttar Pradesh,Email,Resolved,12
C000710,2025-11-30,Digital Banking / UPI,Mobile banking app not reflecting correct balance. A fund transfer of Rs 1200 initiated three days ago is still showing as pending status.,Karnataka,Mobile App,Resolved,8
C000711,2025-07-24,Loan / Credit,Loan foreclosure charges not disclosed. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Karnataka,Mobile App,Resolved,1
